"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2017-M01","2017-M02","2017-M03","2017-M04","2017-M05","2017-M06","2017-M07","2017-M08","2017-M09","2017-M10","2017-M11","2017-M12","2018-M01","2018-M02","2018-M03","2018-M04","2018-M05","2018-M06","2018-M07","2018-M08","2018-M09","2018-M10","2018-M11","2018-M12","2019-M01","2019-M02","2019-M03","2019-M04","2019-M05","2019-M06","2019-M07","2019-M08","2019-M09","2019-M10","2019-M11","2019-M12","2020-M01","2020-M02","2020-M03","2020-M04","2020-M05","2020-M06","2020-M07","2020-M08","2020-M09","2020-M10","2020-M11","2020-M12","2021-M01","2021-M02","2021-M03","2021-M04","2021-M05","2021-M06","2021-M07","2021-M08","2021-M09","2021-M10","2021-M11","2021-M12","2022-M01","2022-M02","2022-M03","2022-M04","2022-M05","2022-M06","2022-M07","2022-M08","2022-M09","2022-M10","2022-M11","2022-M12","2023-M01","2023-M02","2023-M03","2023-M04","2023-M05","2023-M06","2023-M07","2023-M08","2023-M09","2023-M10","2023-M11","2023-M12","2024-M01","2024-M02","2024-M03","2024-M04","2024-M05","2024-M06","2024-M07","2024-M08","2024-M09","2024-M10","2024-M11","2024-M12","2025-M01","2025-M02","2025-M03","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08","2025-M09","2025-M10","2025-M11","2025-M12","2026-M01","2026-M02","2026-M03"
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","USA.CPI.CP07.YOY_PCH_PA_PT.M","OBS_VALUE","United States","Consumer price index (CPI)","Transport","Period average, Year-over-year (YOY) percent change","Monthly","Units","4.386097865245823","6.109481335439504","3.979274851632043","2.945768003801034","0.8433801877882075","-0.9109011100232031","-0.08973337969558334","1.767880474919052","4.175512289266076","2.30447085455574","3.786816269284738","2.617349025310129","2.023834787173418","3.16204206355422","3.015439496126225","3.246082503681244","5.434471207880645","6.540395909893258","7.366991119643465","6.434002076564981","3.201726185935515","5.223154028278681","2.419248516809458","0.1372713988398406","-2.115058295473171","-2.105982683419026","0.3073260469646169","1.698667461364894","0.6061492799364871","-0.9587128238260777","-0.4318502640246643","-1.395095139194815","-1.697975734152778","-1.600302816827334","-0.02789041213450927","2.25413460688068","3.389887376555992","2.09254641174842","-2.864263059097704","-10.10130609511055","-10.97376020609564","-8.23425432966476","-6.720085694482401","-4.704055146589551","-3.136648297938632","-3.29967409307046","-3.2093652088072","-2.210930320557858","-1.054692570637388","0.9792320302237391","6.822599095947268","15.74621653084985","20.12321766119816","22.47294074481744","21.36045843981848","19.79750396284968","18.05418473378946","20.24597500469628","23.04861149603682","23.28468767274733","22.96953066066104","23.26398967908399","25.17726809590159","22.25273067406914","21.83626685316853","22.25696524865194","18.17414375301498","14.31273703141161","12.89958949019756","11.0265670517097","7.081336264369855","2.357614943817255","2.074164955236037","0.7186840406789011","-3.284938288011408","-1.973657148028414","-4.663233089900173","-8.121601960333858","-5.933886503332342","-1.186041393252194","-0.1830511295086801","-2.28442781704708","-2.242209059702448","-0.2707201682145089","-1.691460822910506","-1.254784461109421","-1.504598816588384","-3.394823418826375","-3.541591751059969","-4.529770636084815","-5.26170844877658","-6.646483311610115","-5.214854332513585","-3.096782937200408","-1.289256482860134","0.3909304143862266","","","","","","","","","","","","","","",""
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","USA.CPI.CP04.YOY_PCH_PA_PT.M","OBS_VALUE","United States","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Period average, Year-over-year (YOY) percent change","Monthly","Units","3.619870901697632","3.702687358062093","3.622640796508704","3.643854472088873","3.559022888150336","3.508510002985964","3.388065529873375","3.386280651678293","3.252377874226582","3.243757036599568","3.264302617887848","3.315459904144539","3.240944017563093","3.250207586250884","3.310026709937385","3.275601724671181","3.243615661460126","3.099307659022006","3.103473084048293","3.108641089996437","2.975530354523684","3.095363658303266","3.127229276644326","3.132637191735164","3.040854841710719","2.957889620432196","3.057496823379919","3.11798123926546","3.024928218321638","3.083084133396347","3.089429476052992","2.979274611398951","3.10494272140632","3.076989769377519","3.036722553198845","2.922878069797503","3.080098026570409","3.043724571251997","2.896577705855669","2.727311552423623","2.707701223877566","2.545550164557346","2.494267753043787","2.414418977670877","2.366191013696808","2.361025830816963","2.24985943623442","2.201068300932701","2.026243566322158","2.179961348793831","2.25835441352679","2.422090664183324","2.55997477366834","2.748711670650918","2.8793369600211","3.110085315088814","3.435563638159028","3.929463581383124","4.230819736712506","4.410547959793838","5.009566170097922","5.122080463049704","5.51550166815855","5.813396546545321","6.415359968930481","7.073162877568109","7.290555016168238","7.768930672806354","8.100367547614095","7.954743117380093","8.045732643564139","8.453964144207764","8.605265001985491","8.567019263579151","8.121510318659966","7.867763268938682","7.271731940421078","6.763808063036641","6.69119681706344","6.303873714819838","6.039888136591135","5.889159873735722","5.927836929826439","5.577660421037441","5.338208409506416","5.369477481338598","5.561380608991518","5.457442192934428","5.457625436787225","5.224721474950391","5.102341230898661","5.001953888237544","4.845683510656739","4.874809793885758","4.562060116545454","4.525147320816781","","","","","","","","","","","","","","",""
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","RUS.CPI.CP01.YOY_PCH_PA_PT.M","OBS_VALUE","Russian Federation","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Monthly","Units","3.850202628213217","3.324204351906055","3.066714995565941","3.374760122761048","3.673479370307265","4.906866178017542","3.792925090254286","2.296428476936057","1.650185253754012","1.196799573619333","0.6146062015980225","0.7045190125675318","0.3255448612455585","0.5458323202656619","1.10853704408711","0.927789246621339","0.1656400987212742","-0.6261073965907306","0.1888847875832691","1.972270389850294","2.785260202779518","2.969463382970688","3.945416277514118","5.27649600904114","6.155615749206263","6.726571423879108","6.705385279085252","6.694756580528122","7.324953807936343","6.213521971136987","6.266812390405785","5.604592072542481","5.097121484104085","4.679295991241953","4.006793467717171","2.722374910971805","2.074255863989403","1.791114311350905","2.296969917542641","3.905586856407045","3.564319085949313","4.377112165865086","4.649510986059382","4.797707544309851","4.850398655915566","5.394432300372894","6.547688837821072","7.679049301361314","8.0315548983659","8.857937295656235","8.631886470145718","7.375858218946241","8.351642475056264","8.957443893515039","8.368412241547277","8.718649972116332","10.59898111143658","12.60803612913196","12.43077963476957","12.15476098676976","12.67604744465276","13.02045098768784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","RUS.CPI.CP07.YOY_PCH_PA_PT.M","OBS_VALUE","Russian Federation","Consumer price index (CPI)","Transport","Period average, Year-over-year (YOY) percent change","Monthly","Units","6.125919505561812","6.073116225114724","5.209596578922052","4.791700018968771","4.718849944847648","4.646281408065031","4.292554265041263","4.209330870195751","3.938034401129558","4.042194053984033","4.270993327168539","4.665179286410474","3.774684208960745","3.299827916177488","3.516920693325675","3.867795543972938","5.653846865463863","6.260621260842373","6.175771073119965","6.144007043139228","6.122751722209352","6.271488305305842","6.313850117993505","5.976735108127098","6.822627269198103","6.865304495662517","7.014772919548925","6.430013113773417","4.547675106022846","3.734520008798996","4.107423272271746","4.242544887084677","3.959906040563876","3.835176840498916","3.441870778366502","3.349265095885244","2.418425745363843","2.561638590894814","2.397952451344271","2.541178601933697","2.704351186175181","2.42924075480349","2.398678337474459","2.765994207484803","3.097058286696462","3.530520196451839","4.04853867567501","4.524731545786476","5.067617596066879","5.769931174924104","6.858380077125128","7.401992234238999","7.508624170623044","8.06480040689096","8.591838655477161","9.260471855678085","9.60040536093162","10.16847042266144","10.74986641988774","11.35314312773766","11.68500990117258","11.33086008300752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","RUS.CPI.CP04.YOY_PCH_PA_PT.M","OBS_VALUE","Russian Federation","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Period average, Year-over-year (YOY) percent change","Monthly","Units","5.271330144662759","5.187222680553799","5.187211534290207","5.134735700956651","5.029708434059818","4.914405875895565","4.448276216609503","4.552476119790252","4.447948860980868","4.333338349258897","4.354139747300845","4.364558386473151","4.104662854364176","4.115099546701908","4.094305485074694","4.115079564218923","4.156735559493502","4.240005968812952","3.784939686480878","3.64015178841964","3.785258738254786","3.888960682324815","3.920152367425007","3.888967607488328","5.870689065053535","5.849468371188614","5.817757948470598","5.807204594580172","5.786039718152906","5.712057471007684","4.651179658335105","4.515335400810916","4.442288413845129","4.244221108876275","4.150471582724036","4.150505084106761","2.741930663884746","2.690608763532708","2.70087386480057","2.700880824575884","2.639332101099528","2.639306194943361","2.922153045306674","3.148498719383898","3.292862340030915","3.427112726513379","3.592599417761781","3.737514778913837","3.63447614625481","3.810591142770296","3.976601760204499","4.246743378374311","4.840835082591746","5.637363165096921","6.549799872262197","6.517872869943691","6.358400877881451","6.369013067455181","6.422091930432136","6.315905068477897","6.337069386072164","6.973717243307351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","USA.CPI.CP01.YOY_PCH_PA_PT.M","OBS_VALUE","United States","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Monthly","Units","-1.940350402750718","-1.730447965854613","-0.8754182553887324","-0.7645750148154284","-0.1689717143303823","-0.05295103989952319","0.3170240957942738","0.3230526016044607","0.4251141328358798","0.592941638443101","0.6256414304886576","0.90080291104694","1.049946320755648","0.5375128973616061","0.3846606743337403","0.5560668063359852","0.1447985050532189","0.3698725558487236","0.3678772698809867","0.492316727023666","0.4252698263726118","0.146385736173845","0.4010983622633855","0.5958272492968095","0.6520785613334307","1.213933849401851","1.433040078201341","0.7321299920166776","1.203606912924168","0.9403346887707379","0.6492240505342277","0.4752953551566429","0.587989057951941","1.024176809362784","0.992391017689214","0.7218634012333703","0.7185466377439803","0.8188964211908398","1.072605670450875","4.071869019774596","4.828604801575408","5.667886816570835","4.643099273607756","4.645166293463591","4.080250079843591","3.96836114594389","3.609458871318705","3.948081089445976","3.696902101801877","3.555487442769324","3.29427244729638","1.223079709135453","0.6777600766163875","0.9356757301661315","2.569323608900044","2.980926884848078","4.516333001683084","5.38206041713051","6.38587844334295","6.500176786943769","7.348100620300153","8.627004828236848","10.0180921963557","10.8453521230137","12.01785436617909","12.23261303795167","13.14925103771882","13.53320560218038","12.92704626334517","12.43914249240659","11.95686508493613","11.88275380045436","11.35727611940299","10.1497773350023","8.325572419810901","7.009775114429305","5.647189469902375","4.58123336542279","3.485868316958018","2.893452494137036","2.376900653903763","2.048326730037437","1.603511109369437","1.165850649299931","1.188287764203997","0.9662881393928338","1.15405468205405","1.126185356496448","1.026402028071478","1.093783842321837","0.9856430569576912","0.8169833985277119","1.169707650041938","1.019719174403414","1.559691764179554","1.888015808080025","2.021432349356501","2.015144206843213","2.525574272588105","2.094965657554556","2.331614541893608","2.524676715892587","2.326048137238456","2.854065944137689","2.900043356888018","","2.068082908637973","2.361969696969669","2.08882287043529","2.445982152908589","1.898827767919541"
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","UKR.CPI.CP04.YOY_PCH_PA_PT.M","OBS_VALUE","Ukraine","Consumer price index (CPI)","Housing, water, electricity, gas and other fuels","Period average, Year-over-year (YOY) percent change","Monthly","Units","46.62118258609487","46.43782383419689","49.48064211520302","25.05241090146751","28.64402246589997","29.17445899011488","27.76464407670081","27.26324028176363","23.22012578616352","15.18839223028317","10.26666666666667","10.57777777777778","10.70241524484822","10.92436974789916","5.938092229943146","5.637049455155071","4.906444906444906","4.69493278179938","4.584703947368421","4.797047970479705","4.593711719069008","4.693214140593255","10.1975010076582","10.65112540192926","13.07045636509207","13.17783094098884","13.17829457364341","13.19182701844872","12.28695996829172","10.35163966811537","7.293100058973855","5.809859154929577","5.36794846769471","4.327576169221813","1.079005120702268","-1.925172539048311","-2.779252965126571","-5.196406552756738","-8.131366350544433","-11.25131440588854","-13.13095658312743","-12.24489795918367","-9.105899596921949","-3.050471436494731","0.6483882919599852","5.505952380952381","10.81961280984259","13.55555555555556","18.33576110706482","18.58045336306206","22.00344102466068","26.54028436018957","35.27021535960991","36.37290901672787","35.55734730901028","29.0045766590389","25.14264678814651","18.79407616361072","10.00816326530612","9.768427919112851","4.292968148945992","6.424318395487308","6.957066750235036","7.147315855181024","3.544607990387504","3.739715781600598","3.643122676579926","3.858093126385809","4.265333137226063","5.520926090828139","5.728702879192639","5.957510028227604","5.326054883446444","5.212014134275618","4.585408731321418","3.976114185843286","3.553814911517261","15.18385003604903","14.72022955523673","14.14745231995445","13.24587388912399","13.13642756680731","13.02638966872544","12.78743690409422","12.78890600924499","12.6784214945424","12.78890600924499","12.90096652192184","13.01302703459868","18.5778668002003","18.58429214607304","18.46633416458853","18.69706028898854","18.58528095474888","18.70342771982116","18.93336648433615","19.06358668653751","19.29955290611028","20.25583705911575","20.13647642679901","20.12890431333664","2.428209459459459","2.425648597342333","2.420797810756762","2.329730296988141","2.421637488206311","2.322661644695543","2.330929235915125","2.21132783978304","2.321465750572559","1.704017349994836"
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","UKR.CPI.CP07.YOY_PCH_PA_PT.M","OBS_VALUE","Ukraine","Consumer price index (CPI)","Transport","Period average, Year-over-year (YOY) percent change","Monthly","Units","14.86611265004617","17.17451523545706","16.87242798353909","15.66964285714286","13.06990881458967","11.5450643776824","11.06837606837607","11.77474402730375","12.62177043625582","14.41176470588235","15.41978387364921","16.67354519191085","17.04180064308682","16.46966115051221","14.82785602503912","13.62408336549595","13.74807987711214","14.62100808003078","15.42901115813775","16.22137404580153","17.75103422339225","18.54572163055454","16.81670867842996","12.91121330031836","7.760989010989011","6.021650879566982","7.325383304940375","8.084239130434783","9.014179608372721","8.727760993622021","6.766666666666667","4.564860426929392","1.277547109549665","-2.447335811648079","-3.205918618988903","-2.412280701754386","-1.434034416826004","-1.212507977026165","-1.015873015873016","-3.299811439346323","-6.596469495199752","-5.773386847792529","-3.590384014985951","-1.853015075376884","-0.946073793755913","-0.06351222610352493","1.146496815286624","2.664526484751204","4.429356611703847","6.007751937984496","7.152020525978191","9.229769255768606","12.20159151193634","11.99213630406291","11.91709844559585","11.456","10.792741165234","11.78900540197013","12.09068010075567","11.10068792995622","11.42414860681115","13.74162096282754","16.40227476803352","18.14936030943172","29.31442080378251","42.36395552954944","40.39351851851852","40.39621016365202","41.09195402298851","40.67652075042638","40.42134831460674","42.94962003940332","40.98360655737705","33.5922850254487","27.10208279763435","23.59607151850919","10.92321755027422","-1.048088779284834","1.916735366859027","4.151329243353783","6.028513238289206","6.769044251363912","6.641328265653131","3.18960425280567","1.73433188805676","3.308602366151995","5.988266235079911","8.985330073349633","11.18665018541409","13.00103842159917","10.79878665318504","8.207343412526998","6.723011909335382","5.658591975775927","4.727068092290377","7.059721427208548","10.22859356838435","11.10248447204969","9.467455621301775","6.898485698261357","5.836575875486381","6.13857746737732","7.099835736448257","6.477953184540011","5.813534917206623","5.409278165860648","5.946623679025613","6.148636606665479","5.9402460456942","6.778476589797345","13.39145597210113"
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","UKR.CPI.CP01.YOY_PCH_PA_PT.M","OBS_VALUE","Ukraine","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Monthly","Units","2.975856260527793","5.260180995475113","7.175398633257403","8.304891922639363","10.61896649630892","14.96287835522559","16.36887608069164","16.82188591385332","18.80441091120139","17.95895096921323","17.89949181253529","17.72222222222222","17.8298800436205","17.30252552391188","17.26886291179596","17.17436974789916","13.75770020533881","9.538002980625931","7.132243684992571","7.125062282012955","6.692721055202736","7.056549057515708","7.471264367816092","7.78669183577159","7.913003239241092","7.787448465414567","7.023108291798822","7.350963693411026","9.160649819494585","8.526077097505669","9.847434119278779","10.18604651162791","8.791208791208791","8.216704288939052","6.639928698752228","4.772329246935201","3.130360205831904","1.784955376115597","1.820491109229467","2.505219206680585","2.687060768912774","4.220643543669035","3.493265993265993","2.279442802870409","1.346801346801347","1.585314977054652","3.175929795236105","4.931048892603427","5.862785862785863","8.517745302713987","10.35343035343035","9.409368635437882","9.943639291465378","9.42261427425822","10.85807238714925","11.72100701609575","13.66279069767442","13.63449691991786","13.28473066018631","12.74392672242135","13.94344069128044","14.31319738360908","18.87716654107008","22.41250930752048","23.61772244599048","27.70245511176255","28.83345561261922","30.66124861470262","31.67701863354037","35.74268160462595","35.073292813729","34.40480395619922","32.98862461220269","31.80747223157186","26.84627575277338","22.20194647201946","20.08293838862559","16.44189383070301","13.35421412300683","8.396946564885496","5.826859045504994","2.582534611288605","2.77924827951297","3.994743758212878","3.706583722135822","2.579162410623085","0.1749125437281359","-0.5226480836236934","-0.5180069067587568","-0.1232134056185313","1.205727204220045","6.025039123630673","8.495018353434714","10.82273553075526","14.26731908318311","14.15213545615365","14.2464383904024","15.16056758775205","17.33599401346969","19.81486114585939","22.06793949913216","23.1680236861584","22.53660958054108","20.4920049200492","17.42387626872885","15.59718969555035","12.14784764480505","10.16161168917423","9.735287683220302","9.943795936013835","9.523809523809524"
"IMF.STA:CPI_2026_APR_VINTAGE(1.0.0)","GBR.CPI.CP01.YOY_PCH_PA_PT.M","OBS_VALUE","United Kingdom","Consumer price index (CPI)","Food and non-alcoholic beverages","Period average, Year-over-year (YOY) percent change","Monthly","Units","-0.5065856129685917","0.2024291497975709","1.223241590214067","1.530612244897959","2.049180327868852","2.366255144032922","2.579979360165119","2.261048304213772","3.189300411522634","4.033092037228542","4.11946446961895","4.085801838610827","3.665987780040733","2.929292929292929","3.021148036253776","2.71356783919598","2.309236947791165","2.010050251256281","2.313883299798793","2.412060301507538","1.495513459621137","0.8946322067594433","0.5934718100890208","0.6869479882237488","0.8840864440078585","1.177625122669284","0.8797653958944282","0.6849315068493151","1.079489695780177","1.67487684729064","1.474926253687316","1.864573110893032","1.669941060903733","1.379310344827586","2.064896755162242","1.65692007797271","1.460564751703992","1.260911736178468","1.356589147286822","1.457725947521866","1.941747572815534","1.162790697674419","0.872093023255814","0.3853564547206166","0","0.5830903790087464","-0.4816955684007707","-1.342281879194631","-0.6717850287907869","-0.5747126436781609","-1.434034416826004","-0.4789272030651341","-1.333333333333333","-0.5747126436781609","-0.6724303554274736","0.3838771593090211","0.8695652173913043","1.352657004830918","2.516940948693127","4.275996112730807","4.347826086956522","5.009633911368015","6.013579049466537","6.737247353224254","8.687258687258687","9.826589595375723","12.76595744680851","13.09751434034417","14.55938697318008","16.30123927550048","16.52502360717658","16.8685927306617","16.75925925925926","18.1651376146789","19.12168344007319","19.11632100991885","18.38365896980462","17.36842105263158","14.83704974271012","13.6094674556213","12.20735785953177","10.16393442622951","9.238249594813614","8.054226475279107","6.978588421887391","4.968944099378882","4.070660522273425","2.876608629825889","1.72543135783946","1.494768310911809","1.493651979088872","1.339285714285714","1.862891207153502","1.860119047619048","2.002967359050445","1.992619926199262","3.335804299481097","3.328402366863905","3.025830258302583","3.458425312729948","4.424778761061947","4.565537555228277","4.93009565857248","5.139500734214391","4.535479151426481","4.894083272461651","4.218181818181818","4.486251808972504","3.51506456241033","3.29277022190408","3.724928366762178"
